Provider,PotentialFraud,TotalClaimAmtReimbursed,TotalDeductibleAmtPaid,TotalIPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,NumClaims,NumUniqueBeneficiaries,AvgClaimDuration,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes
PRV52391,0,9030,200.0,93880,53540,22,15,2.6363636363636362,51,0
PRV52392,0,85980,5560.0,746780,269200,127,54,1.3858267716535433,264,2
PRV52393,0,197430,16200.0,1798040,203230,91,62,2.208791208791209,245,13
PRV52394,0,55530,3754.0,415450,502320,118,96,2.2542372881355934,237,2
PRV52395,0,268430,3080.0,3521610,2256360,912,444,1.518640350877193,1096,0
PRV52396,1,156300,18156.0,478310,113220,40,34,3.075,150,13
PRV52397,0,1010,70.0,86170,12380,8,8,4.25,15,0
PRV52398,0,197890,11868.0,553240,90880,48,41,2.5,142,9
PRV52399,0,118800,1150.0,2066190,910880,434,277,0.543778801843318,631,0
PRV52400,0,64710,510.0,1358070,464960,231,120,1.7705627705627707,392,0
PRV52401,0,78400,5002.0,880690,165590,141,54,1.0425531914893618,272,3
PRV52402,0,577120,60238.0,1244380,383430,209,185,2.215311004784689,472,30
PRV52403,0,62760,2616.0,945940,378530,216,84,1.6018518518518519,389,1
PRV52404,0,60610,7636.0,161170,27230,27,26,2.6296296296296298,73,2
PRV52405,0,189070,23606.0,656110,251730,89,71,3.067415730337079,234,13
PRV52406,0,13420,130.0,172950,64930,63,44,0.9841269841269841,142,0
PRV52407,0,15970,410.0,340430,97070,43,18,0.5348837209302325,103,0
PRV52408,0,4270,80.0,123600,25350,29,12,1.0344827586206897,70,0
PRV52409,0,2630,100.0,39360,28300,16,15,0.0,34,0
PRV52410,0,24310,0.0,134440,189870,58,23,0.06896551724137931,121,0
PRV52411,0,32010,420.0,382140,188830,92,51,1.576086956521739,178,0
PRV52412,0,20340,70.0,285520,107550,63,40,1.5396825396825398,140,0
PRV52414,0,43600,550.0,395600,404180,132,59,1.446969696969697,255,0
PRV52415,0,7500,390.0,35680,75060,41,13,1.0731707317073171,103,0
PRV52416,0,9650,230.0,91700,48440,42,22,0.14285714285714285,101,0
PRV52417,0,4210,120.0,13000,23580,20,7,2.05,41,0
PRV52418,0,7730,150.0,145670,57670,35,24,1.4285714285714286,68,0
PRV52419,0,113470,4542.0,1829570,619440,112,34,2.919642857142857,229,10
PRV52420,1,78050,100.0,270800,1500100,141,47,3.234042553191489,275,0
PRV52421,0,33550,200.0,224380,217580,95,63,2.0105263157894737,173,0
PRV52422,0,26400,300.0,440400,158060,58,33,2.8448275862068964,128,0
PRV52423,0,11480,180.0,151780,111410,54,30,1.2222222222222223,117,0
PRV52425,0,3570,70.0,53700,22880,23,8,0.0,55,0
PRV52427,0,36850,3204.0,78240,38030,19,12,1.5263157894736843,62,0
PRV52431,0,23850,150.0,482370,166360,63,36,3.3968253968253967,128,0
PRV52432,0,12780,220.0,205300,84440,58,27,1.2241379310344827,122,0
PRV52433,0,22060,170.0,231040,185430,85,62,0.9058823529411765,165,0
PRV52434,0,90,0.0,66010,1560,2,2,0.0,5,0
PRV52435,0,20420,380.0,185200,220660,70,25,2.1,141,0
PRV52436,0,9980,60.0,289000,63680,44,22,1.5909090909090908,98,0
PRV52437,0,11050,40.0,305960,67400,43,26,0.2558139534883721,85,0
PRV52439,0,29520,320.0,428220,224430,121,64,0.5785123966942148,216,0
PRV52440,0,4980,200.0,13270,18880,12,8,2.9166666666666665,41,0
PRV52441,0,20410,670.0,431830,170960,94,53,1.0425531914893618,197,0
PRV52443,0,10,0.0,0,140,1,1,0.0,1,0
PRV52445,1,102000,5340.0,155840,25410,5,5,8.2,36,5
PRV52446,0,129000,10680.0,201690,14800,10,10,7.3,62,7
PRV52448,0,170,0.0,0,2830,2,2,0.0,3,0
PRV52449,0,126000,6408.0,198000,5830,6,5,6.666666666666667,45,6
PRV52450,0,81540,590.0,1081780,751330,298,232,1.3657718120805369,506,0
PRV52451,0,11130,20.0,63730,41080,20,17,2.4,53,0
PRV52452,0,87650,3556.0,760860,575330,274,136,1.3467153284671534,452,2
PRV52453,0,20,0.0,0,1400,1,1,0.0,3,0
PRV52454,0,1450,90.0,57240,18280,15,14,0.2,27,0
PRV52455,0,24200,280.0,226300,211310,76,45,1.8026315789473684,167,0
PRV52456,0,1370,0.0,10000,17040,7,7,1.5714285714285714,20,0
PRV52457,0,117000,8544.0,171620,8970,9,9,4.444444444444445,64,7
PRV52458,0,27000,1068.0,27050,1500,1,1,5.0,4,1
PRV52459,0,505900,52332.0,832440,78280,50,49,5.28,228,32
PRV52460,0,90000,13884.0,215240,13630,13,9,5.3076923076923075,84,6
PRV52461,0,48000,7476.0,62620,7990,7,7,3.5714285714285716,45,2
PRV52462,0,16000,1068.0,56540,5850,2,2,4.5,18,1
PRV52463,0,5000,1068.0,5120,1380,1,1,4.0,9,2
PRV52464,0,12000,2136.0,25180,4160,2,2,8.5,17,2
PRV52466,0,139000,13884.0,309490,11970,13,11,8.538461538461538,82,10
PRV52467,1,183660,8844.0,713150,219230,103,89,1.5048543689320388,223,6
PRV52468,0,32450,3204.0,134260,30260,21,21,1.9523809523809523,81,1
PRV52469,0,104420,6688.0,683020,401670,184,150,1.4076086956521738,350,4
PRV52470,0,270,0.0,0,6800,3,3,0.0,6,0
PRV52471,0,1640,100.0,8000,11860,8,8,0.125,16,0
PRV52472,0,203810,18256.0,436420,96890,61,57,3.3442622950819674,184,12
PRV52473,0,3870,0.0,74400,16620,4,4,5.0,14,0
PRV52474,0,228770,22488.0,468080,61490,37,35,4.351351351351352,154,20
PRV52476,0,87300,6508.0,330280,51820,26,26,2.9615384615384617,75,3
PRV52478,0,31700,5480.0,195470,128430,55,52,2.272727272727273,135,2
PRV52480,0,44350,5340.0,135240,46050,30,29,1.0333333333333334,78,1
PRV52482,0,40,0.0,0,520,1,1,0.0,1,0
PRV52483,0,52110,550.0,511150,315790,223,61,1.0179372197309418,354,0
PRV52484,0,1570,290.0,32400,27210,13,10,0.9230769230769231,45,0
PRV52485,0,1580,60.0,0,8300,5,4,0.0,12,0
PRV52486,0,22140,110.0,261260,113710,69,58,1.8695652173913044,143,0
PRV52487,0,51030,1120.0,789530,335960,177,127,1.231638418079096,295,0
PRV52488,0,44710,640.0,812810,338630,183,130,1.1147540983606556,341,0
PRV52490,0,4990,0.0,86400,41240,17,16,2.3529411764705883,31,0
PRV52491,0,16580,100.0,261380,113060,63,57,1.4761904761904763,142,0
PRV52492,0,7810,20.0,85240,47600,34,33,1.8235294117647058,79,0
PRV52493,0,3970,0.0,59200,31950,16,16,0.0,33,0
PRV52494,0,20,0.0,0,2910,1,1,0.0,1,0
PRV52495,0,98800,12816.0,156180,8290,15,14,3.533333333333333,84,7
PRV52497,1,59240,4272.0,114000,60920,30,30,1.5,96,4
PRV52499,0,164670,7876.0,697800,459270,157,119,2.1910828025477707,306,6
PRV52500,0,86310,7826.0,822250,298030,126,111,1.1666666666666667,227,5
PRV52501,0,4840,100.0,6180,27110,19,16,1.263157894736842,57,0
PRV52502,1,260900,26720.0,845920,220390,119,87,2.680672268907563,292,15
PRV52503,0,72800,5700.0,234960,179140,78,63,2.0256410256410255,175,5
PRV52504,1,114180,14952.0,468130,52270,40,34,2.325,123,7
PRV52506,0,2190,0.0,18000,18220,13,12,1.6153846153846154,31,0
PRV52507,0,7250,100.0,47350,47440,29,24,0.20689655172413793,63,0
PRV52508,0,30640,2186.0,233010,50260,37,36,1.162162162162162,77,3
PRV52509,0,113850,6568.0,367040,184160,63,26,1.126984126984127,137,5
PRV52510,0,4240,100.0,61160,37070,26,22,0.0,54,0
PRV52511,1,720280,79472.0,1844380,577670,246,196,2.7439024390243905,533,41
PRV52512,0,6090,0.0,224350,98480,31,19,1.935483870967742,83,0
PRV52513,0,3870,0.0,50500,23990,20,18,0.0,44,0
PRV52514,0,6600,60.0,45000,36070,15,13,1.3333333333333333,47,0
PRV52515,0,2450,40.0,10000,29680,17,17,0.0,43,0
PRV52517,0,10910,120.0,138000,66640,32,26,0.0,80,0
PRV52518,0,72340,1168.0,238310,104610,51,50,1.4313725490196079,113,2
PRV52519,0,137180,6708.0,603310,304360,100,72,2.27,231,6
PRV52520,0,39910,390.0,340340,343640,121,51,1.8760330578512396,252,0
PRV52521,0,25000,160.0,405650,234280,113,88,1.2920353982300885,216,0
PRV52523,0,480,0.0,0,2420,3,3,0.0,4,0
PRV52525,0,150,0.0,0,1110,2,2,0.0,4,0
PRV52526,0,90,0.0,0,3200,1,1,0.0,5,0
PRV52527,0,48730,600.0,330240,440550,160,73,1.74375,272,0
PRV52528,0,6460,0.0,42900,49180,26,16,1.0769230769230769,53,0
PRV52529,0,2120,0.0,6020,36960,12,8,0.0,20,0
PRV52530,0,5210,1068.0,50960,11750,10,9,2.0,30,1
PRV52531,0,2970,30.0,15360,7210,5,5,2.0,12,0
PRV52532,0,2550,60.0,42270,35900,16,15,0.4375,43,0
PRV52533,0,7380,410.0,251710,105800,43,27,0.3023255813953488,103,0
PRV52535,0,7200,90.0,33800,27950,18,12,1.1666666666666667,57,0
PRV52536,0,14000,1068.0,14000,710,1,1,8.0,9,1
PRV52537,0,57000,1068.0,57000,0,1,1,19.0,9,1
PRV52539,0,4450,100.0,36240,29060,14,12,4.142857142857143,38,0
PRV52540,0,3370,0.0,16400,16350,7,4,0.0,28,0
PRV52541,0,41000,5340.0,52400,2450,5,5,6.4,40,4
PRV52542,0,15920,110.0,166350,89790,62,44,1.2741935483870968,130,0
PRV52543,0,47550,580.0,324420,364010,171,89,1.2514619883040936,311,0
PRV52544,0,34000,6408.0,52740,13740,6,6,3.8333333333333335,43,3
PRV52545,0,1460,110.0,24000,23410,13,13,1.6153846153846154,38,0
PRV52547,0,3020,0.0,11250,4550,2,2,0.0,5,0
PRV52548,0,38750,5340.0,76680,17100,15,15,2.8,67,3
PRV52549,0,97160,7118.0,1405840,509120,156,54,3.576923076923077,324,3
PRV52551,0,920,0.0,50570,8150,5,5,1.6,18,0
PRV52552,0,119870,11938.0,291830,127180,55,54,1.9636363636363636,156,6
PRV52553,0,62320,4272.0,164010,15190,8,8,4.25,46,4
PRV52554,0,1970,0.0,18000,19650,13,13,1.7692307692307692,33,0
PRV52555,0,3600,0.0,4000,11480,7,7,2.857142857142857,12,0
PRV52556,0,464760,48330.0,1031260,239980,115,100,2.4695652173913043,303,29
PRV52557,0,970,0.0,17100,22880,11,9,1.8181818181818181,24,0
PRV52558,0,140900,1220.0,2132570,1062960,494,440,1.4251012145748987,713,4
PRV52559,0,90740,540.0,1720030,709180,359,207,1.392757660167131,541,0
PRV52560,0,145450,1870.0,2095840,1092750,503,174,1.2664015904572565,757,0
PRV52561,0,128900,890.0,1027360,806660,280,261,1.5178571428571428,440,0
PRV52562,0,90620,5730.0,559370,127060,87,61,2.057471264367816,196,5
PRV52563,0,173770,1260.0,1853360,1299640,473,246,1.7674418604651163,702,2
PRV52564,0,39700,5360.0,248820,66790,21,21,2.7142857142857144,57,2
PRV52565,0,141640,12138.0,929240,369460,137,86,2.2992700729927007,289,13
PRV52566,0,252030,23856.0,960580,373000,139,135,1.9064748201438848,319,17
PRV52567,0,29670,480.0,188480,172220,66,38,1.7121212121212122,110,0
PRV52568,0,25730,430.0,390660,200300,87,41,0.9195402298850575,162,0
PRV52570,0,68190,8544.0,283800,32390,24,23,3.25,85,7
PRV52571,0,161790,1130.0,2675850,1417730,508,429,1.68503937007874,738,0
PRV52572,0,4150,0.0,48650,19170,3,3,13.333333333333334,14,0
PRV52573,0,158670,1010.0,2783940,1405740,587,520,1.616695059625213,798,2
PRV52574,1,1533830,154072.0,3325070,594690,259,208,3.694980694980695,648,77
PRV52575,0,23780,100.0,293010,144410,70,40,2.157142857142857,162,0
PRV52576,0,49850,3204.0,133910,47150,26,26,1.8076923076923077,70,2
PRV52577,0,2550,0.0,77890,23700,8,8,5.25,20,0
PRV52578,1,353050,38448.0,743740,105760,49,40,4.63265306122449,205,20
PRV52579,0,1060,100.0,15150,12090,9,9,0.0,20,0
PRV52580,0,7090,60.0,270340,73970,39,37,0.8717948717948718,89,0
PRV52581,0,40050,240.0,443980,394770,142,135,1.6408450704225352,254,0
PRV52582,0,191020,20292.0,242910,19930,23,23,5.173913043478261,112,12
PRV52583,0,237790,27420.0,922030,551610,208,193,2.230769230769231,422,17
PRV52584,0,57460,3274.0,489660,164770,54,51,2.7037037037037037,117,4
PRV52586,0,300,0.0,0,1100,1,1,0.0,8,0
PRV52587,0,38900,160.0,481010,296280,137,68,1.5912408759124088,256,0
PRV52588,0,176620,18156.0,277410,134390,50,37,3.34,173,10
PRV52589,1,832920,86530.0,2849790,905540,426,368,2.075117370892019,749,47
PRV52590,1,1227580,121972.0,2859710,480940,208,190,3.451923076923077,525,63
PRV52591,0,12510,440.0,78240,98570,46,45,0.782608695652174,95,0
PRV52592,0,59620,7476.0,111110,50710,19,18,4.631578947368421,78,5
PRV52593,1,142020,1360.0,2961730,1257940,582,252,1.3986254295532645,800,0
PRV52596,0,400,0.0,0,2330,2,2,1.0,6,0
PRV52598,0,10490,30.0,107660,57050,31,30,0.03225806451612903,62,0
PRV52599,0,87890,950.0,1235540,823120,272,144,2.327205882352941,464,0
PRV52602,0,108520,8694.0,469930,165700,79,73,1.5696202531645569,184,6
PRV52604,0,3490,0.0,7150,18600,7,7,0.0,13,0
PRV52605,0,253880,3020.0,4414780,2175770,1000,401,1.466,1185,1
PRV52606,0,10020,240.0,141550,79310,30,22,1.0,69,0
PRV52607,0,3400,0.0,4000,7240,2,2,0.0,2,0
PRV52608,0,3000,1068.0,3030,3370,1,1,3.0,7,0
PRV52609,1,98690,5750.0,514240,287350,133,45,1.1954887218045114,257,4
PRV52610,0,10040,1198.0,131770,23400,17,16,1.2352941176470589,40,0
PRV52611,0,82760,9612.0,162550,16020,16,16,3.0625,78,8
PRV52614,0,42480,160.0,789360,319210,156,94,1.4743589743589745,292,0
PRV52615,0,18770,2136.0,28000,12550,9,9,3.111111111111111,39,1
PRV52616,0,8640,0.0,21900,55740,15,15,1.9333333333333333,42,0
PRV52617,0,407900,44408.0,1606570,654790,238,135,2.180672268907563,497,28
PRV52621,0,180280,24724.0,472100,132970,45,42,3.8444444444444446,176,15
PRV52622,0,17010,4272.0,23120,7380,7,7,3.857142857142857,35,2
PRV52623,0,202290,11440.0,989610,407570,235,125,1.3191489361702127,435,5
PRV52626,0,560,0.0,20000,7560,3,3,0.0,13,0
PRV52627,0,46070,3204.0,54500,4860,5,5,5.0,20,1
PRV52628,1,604120,5780.0,8897730,5084410,2098,1354,1.644423260247855,1894,0
PRV52629,0,12320,140.0,161510,119050,61,58,1.0327868852459017,134,0
PRV52630,1,873470,92978.0,3184310,954980,434,260,2.391705069124424,758,43
PRV52631,0,321750,2190.0,5066660,2514360,1057,804,1.3159886471144748,1192,0
PRV52633,0,100770,1190.0,1251660,784870,379,224,1.3509234828496042,586,0
PRV52634,0,424950,60876.0,773250,153560,87,79,5.264367816091954,303,32
PRV52636,0,6820,160.0,41500,31070,21,21,1.380952380952381,40,0
PRV52638,0,400,0.0,0,460,1,1,0.0,2,0
PRV52639,0,10150,90.0,171860,82950,37,33,2.972972972972973,90,0
PRV52640,0,11050,90.0,242330,146760,66,65,1.2121212121212122,127,0
PRV52641,0,186330,22478.0,699730,221330,97,91,2.4329896907216493,238,11
PRV52642,1,1328240,153514.0,3442470,1280780,436,263,2.9013761467889907,800,68
PRV52643,0,5090,0.0,19120,19170,11,11,1.2727272727272727,26,0
PRV52644,0,70530,9682.0,180370,97070,31,29,3.6774193548387095,106,6
PRV52645,0,109630,1480.0,1639530,869430,408,367,1.3602941176470589,606,0
PRV52646,0,306310,35304.0,856560,228880,104,87,2.9326923076923075,279,20
PRV52647,0,71070,7596.0,316070,201490,75,73,1.1466666666666667,187,4
PRV52648,1,255250,1490.0,2359220,2421810,842,259,1.5807600950118765,1018,3
PRV52649,1,602190,5170.0,10155260,5017930,2156,1421,1.4837662337662338,1939,0
PRV52651,0,33090,3204.0,73030,5730,4,4,2.75,24,3
PRV52652,1,190560,2290.0,3201400,1799110,743,503,1.5450874831763122,976,0
PRV52653,0,68950,4272.0,128300,14550,14,13,3.2142857142857144,50,4
PRV52654,0,483550,60168.0,1522640,440740,177,171,2.615819209039548,427,35
PRV52656,0,239770,1950.0,3633590,1768490,775,631,1.423225806451613,983,0
PRV52657,0,29250,350.0,706450,185700,121,61,0.6115702479338843,209,0
PRV52658,0,14840,120.0,173350,166040,39,36,2.230769230769231,99,0
PRV52659,0,3310,20.0,55360,55700,24,24,0.8333333333333334,41,0
PRV52660,0,145400,2250.0,2051180,1178580,558,329,1.075268817204301,758,0
PRV52661,0,75690,660.0,940380,510230,247,233,1.3157894736842106,414,0
PRV52662,0,12790,2136.0,127800,24340,19,18,1.631578947368421,54,1
PRV52663,0,180650,1770.0,1992820,1158250,576,272,1.2013888888888888,762,0
PRV52665,0,146130,1930.0,2529870,1336210,607,416,1.2487644151565074,841,0
PRV52666,0,8930,70.0,101720,90040,39,38,1.9230769230769231,101,0
PRV52667,0,150,0.0,0,6940,3,3,0.0,8,0
PRV52668,0,1850,0.0,4500,27370,7,6,4.142857142857143,18,0
PRV52669,0,300,0.0,0,300,1,1,0.0,1,0
PRV52670,0,760,100.0,18000,24400,13,13,0.0,30,0
PRV52671,0,240,0.0,3000,5210,2,2,0.0,8,0
PRV52672,0,390,0.0,38410,2550,3,2,0.0,7,0
PRV52673,0,19470,520.0,381980,213650,87,52,1.2413793103448276,171,0
PRV52674,0,730,0.0,8240,9370,3,3,0.0,5,0
PRV52676,0,9800,40.0,160440,58500,39,34,0.4358974358974359,74,0
PRV52677,0,140,0.0,0,4090,2,2,0.0,3,0
PRV52678,0,24930,70.0,380930,236230,74,51,2.4594594594594597,170,0
PRV52679,0,16100,50.0,89420,114130,53,36,1.9433962264150944,108,0
PRV52681,0,460,0.0,11100,3250,3,3,0.0,3,0
PRV52683,0,33240,220.0,728460,258070,131,66,1.2213740458015268,237,0
PRV52684,0,130040,5960.0,769650,475500,210,108,1.7047619047619047,376,4
PRV52686,0,1120,0.0,20000,22240,9,8,4.444444444444445,27,0
PRV52687,0,61920,6408.0,193690,58170,41,25,2.2439024390243905,119,5
PRV52688,0,115670,6558.0,272420,100430,59,30,2.5084745762711864,159,3
PRV52689,0,1330,100.0,48080,18150,12,12,0.0,22,0
PRV52690,1,52510,690.0,648710,544300,117,37,2.0085470085470085,219,0
PRV52691,0,22380,3314.0,100000,20370,17,15,2.9411764705882355,52,2
PRV52692,0,9640,290.0,67320,76780,36,18,2.8333333333333335,86,0
PRV52693,0,3920,0.0,73000,11620,8,8,2.5,19,0
PRV52694,0,110,0.0,0,2380,2,2,10.0,4,0
PRV52695,0,200,0.0,12400,6130,5,5,0.0,14,0
PRV52696,0,96000,3204.0,103390,740,3,3,7.0,27,4
PRV52697,0,650,0.0,38890,29970,5,5,0.0,11,0
PRV52698,0,41770,1548.0,733540,339320,123,56,2.040650406504065,241,2
PRV52699,0,13150,1068.0,11300,29810,12,11,2.0833333333333335,37,0
PRV52700,0,12300,100.0,110990,44920,30,16,2.3666666666666667,73,1
PRV52701,0,25610,340.0,435930,320370,96,55,1.0729166666666667,184,0
PRV52702,0,6750,40.0,212950,64290,28,24,2.4642857142857144,62,0
PRV52703,0,2700,190.0,4080,8500,4,4,1.0,11,0
PRV52704,0,51790,530.0,1107220,498700,159,73,1.421383647798742,270,0
PRV52706,0,33190,2136.0,186880,51670,26,25,4.461538461538462,60,3
PRV52708,0,40400,5410.0,124500,63060,31,12,1.3548387096774193,89,2
PRV52709,0,2220,0.0,0,10050,13,4,3.076923076923077,27,0
PRV52710,0,4410,10.0,130240,68760,28,26,0.6428571428571429,51,0
PRV52711,0,9110,0.0,215330,77820,28,18,1.5714285714285714,67,0
PRV52713,0,14260,130.0,382760,167590,60,21,1.9333333333333333,103,0
PRV52714,0,710,0.0,13020,12610,5,5,0.4,9,0
PRV52715,0,200,0.0,22000,3740,3,3,0.0,8,0
PRV52717,0,211130,22210.0,442840,207780,129,87,1.813953488372093,282,13
PRV52719,0,10840,310.0,179290,66340,63,33,0.8571428571428571,125,0
PRV52720,0,15050,80.0,161950,100860,50,24,2.02,96,0
PRV52721,0,1810,0.0,23200,15770,7,7,6.285714285714286,18,0
PRV52722,0,147380,10072.0,1227780,476830,283,119,1.3780918727915195,465,8
PRV52723,0,219760,19444.0,947510,379460,181,93,1.9226519337016574,383,11
PRV52724,0,5040,0.0,31030,42200,24,17,1.5,52,1
PRV52725,0,18850,110.0,85580,82340,42,40,1.2142857142857142,90,0
PRV52726,0,380,0.0,0,2300,2,2,10.0,8,0
PRV52727,0,2650,50.0,4500,34550,12,10,1.5833333333333333,36,0
PRV52728,0,3140,0.0,55820,23260,15,12,0.6,20,0
PRV52729,0,500,0.0,4500,6450,2,2,2.0,12,0
PRV52731,0,4410,110.0,54300,33910,23,13,2.6956521739130435,50,0
PRV52732,0,2490,0.0,72040,32840,10,6,4.0,25,0
PRV52733,0,30,0.0,0,1250,1,1,12.0,3,0
PRV52736,0,50,0.0,0,130,1,1,0.0,3,0
PRV52738,0,17660,50.0,229280,137350,62,49,1.3709677419354838,132,0
PRV52739,0,11400,320.0,259920,107600,53,39,1.6226415094339623,126,0
PRV52740,0,6310,100.0,166000,79540,34,18,3.235294117647059,64,0
PRV52741,0,80,0.0,5000,650,2,2,0.0,6,0
PRV52742,0,1270,0.0,0,4720,6,3,3.3333333333333335,21,0
PRV52743,0,2070,0.0,24500,12970,6,6,0.0,25,0
PRV52744,0,400,0.0,65000,3360,2,2,0.0,4,0
PRV52745,0,47020,560.0,615670,337930,156,152,1.0897435897435896,248,0
PRV52746,0,50,0.0,0,1800,1,1,0.0,1,0
PRV52747,0,7520,160.0,93440,61150,21,21,1.7619047619047619,51,0
PRV52748,0,610,0.0,30000,19240,10,10,0.0,21,0
PRV52750,0,10700,160.0,168650,125420,26,26,4.461538461538462,58,0
PRV52751,0,300,0.0,24020,4760,3,3,0.0,7,0
PRV52752,0,560,0.0,27260,16140,2,2,10.0,6,0
PRV52753,0,130,0.0,0,3360,2,2,0.0,3,0
PRV52754,0,10,0.0,0,10,1,1,0.0,3,0
PRV52755,0,5930,0.0,0,25050,11,9,1.8181818181818181,34,0
PRV52756,0,220,0.0,9000,6390,4,4,0.25,9,0
PRV52757,0,50,0.0,0,970,1,1,0.0,0,0
PRV52758,0,130,0.0,19000,3800,4,4,0.0,14,0
PRV52760,0,4070,0.0,20200,15970,5,5,0.4,13,0
PRV52761,0,4740,0.0,9360,43120,11,11,1.9090909090909092,21,0
PRV52763,0,50,70.0,0,890,1,1,0.0,1,0
PRV52764,0,450,0.0,0,1160,3,3,6.666666666666667,4,0
PRV52766,0,2010,0.0,23300,23990,11,11,0.0,27,0
PRV52767,0,690,40.0,0,8770,4,4,0.25,15,0
PRV52768,0,7310,90.0,71900,36700,25,25,0.8,38,0
PRV52769,0,40,0.0,0,710,1,1,0.0,2,0
PRV52770,0,1090,0.0,31720,13670,7,7,0.0,12,0
PRV52771,0,250,0.0,3020,4250,4,4,0.0,6,0
PRV52772,0,2050,0.0,58530,15000,12,12,0.4166666666666667,28,0
PRV52773,0,150,0.0,0,8020,2,2,7.0,4,0
PRV52774,0,300,0.0,53650,6170,4,4,0.0,11,0
PRV52775,0,3790,0.0,3000,21440,7,7,2.857142857142857,18,0
PRV52777,0,260,0.0,27000,630,2,2,0.0,2,0
PRV52778,0,100,0.0,0,800,1,1,0.0,3,0
PRV52781,0,100,0.0,0,100,1,1,0.0,2,0
PRV52782,0,1730,0.0,15000,23680,10,7,0.5,16,0
PRV52783,0,70,0.0,0,3210,1,1,0.0,2,0
PRV52784,0,270,0.0,0,3240,2,2,0.0,3,0
PRV52785,0,60,0.0,6000,660,1,1,0.0,1,0
PRV52786,0,120,0.0,0,2590,2,2,0.0,3,0
PRV52787,0,67000,11748.0,113190,14400,11,11,2.8181818181818183,63,7
PRV52788,0,115280,1490.0,1824110,870820,401,373,1.139650872817955,596,0
PRV52789,0,12500,170.0,155120,100240,38,38,2.4210526315789473,85,0
PRV52790,0,6860,200.0,103000,54210,28,15,0.7142857142857143,67,0
PRV52791,0,200,0.0,6050,2280,1,1,0.0,1,0
PRV52792,0,320,80.0,0,9880,5,5,0.0,16,0
PRV52793,0,4230,60.0,50390,53390,17,17,2.176470588235294,44,0
PRV52794,0,30,0.0,0,30,1,1,0.0,6,0
PRV52795,0,6150,80.0,115600,40300,19,13,2.8947368421052633,37,0
PRV52796,0,16690,140.0,240820,103280,48,16,0.7083333333333334,116,0
PRV52797,0,300,0.0,0,390,1,1,0.0,2,0
PRV52798,0,18160,200.0,155630,139180,56,38,1.6607142857142858,104,0
PRV52799,0,150,0.0,0,3480,2,2,0.0,4,0
PRV52800,0,1890,90.0,24000,13370,8,6,0.0,16,0
PRV52801,0,10510,260.0,307320,85710,31,22,2.2580645161290325,62,0
PRV52803,0,9000,2136.0,31010,5880,2,2,2.0,13,0
PRV52804,0,36000,1068.0,36130,500,1,1,13.0,4,2
PRV52806,0,16000,2136.0,20600,2700,2,2,2.5,16,2
PRV52807,0,17000,2136.0,28000,1610,2,2,5.5,17,2
PRV52808,0,31080,4272.0,43350,1940,5,5,4.8,32,3
PRV52810,0,76000,6408.0,83200,5210,6,6,5.166666666666667,44,7
PRV52813,0,142000,14952.0,270320,27580,17,15,4.588235294117647,112,13
PRV52814,0,6000,2136.0,44050,360,2,2,4.0,16,1
PRV52815,1,390000,27768.0,530410,45260,26,24,5.6923076923076925,125,13
PRV52816,0,3000,1068.0,20010,2970,1,1,1.0,9,0
PRV52818,0,9730,10.0,257160,97310,39,35,0.9743589743589743,97,0
PRV52820,0,6510,220.0,143900,71390,32,30,0.125,73,0
PRV52821,1,1822970,180974.0,5265580,1770420,713,389,2.8162692847124826,1114,75
PRV52822,0,43480,910.0,881230,513840,135,97,1.385185185185185,242,0
PRV52823,0,65100,7956.0,494260,174310,87,70,2.4022988505747125,205,5
PRV52824,0,8740,300.0,233960,87860,42,39,0.5238095238095238,92,0
PRV52825,0,5870,0.0,109000,39370,22,21,1.8636363636363635,62,0
PRV52826,1,101600,1020.0,1408970,1243580,292,103,1.5410958904109588,468,0
PRV52827,0,282060,1630.0,4869780,2486880,804,296,2.2412935323383083,984,1
PRV52828,1,221050,24784.0,427680,155870,44,38,4.181818181818182,162,11
PRV52829,0,226800,8198.0,2502900,1383620,533,326,1.6904315196998123,736,3
PRV52830,0,7250,220.0,98960,83220,34,28,0.29411764705882354,77,0
PRV52831,0,247920,19224.0,402980,69880,31,29,4.0,136,22
PRV52832,0,10180,100.0,133900,80150,31,30,0.3548387096774194,61,0
PRV52833,0,27460,4472.0,97710,83250,14,12,6.428571428571429,60,4
PRV52835,0,140360,11948.0,377270,90510,57,57,1.912280701754386,159,6
PRV52836,0,53680,4342.0,188360,38500,21,20,1.8095238095238095,66,3
PRV52837,0,31930,2216.0,184960,121010,71,59,0.5211267605633803,153,1
PRV52838,0,25230,370.0,268430,183390,83,61,0.9156626506024096,175,0
PRV52839,0,12290,390.0,177930,118630,33,30,1.9696969696969697,84,0
PRV52841,0,13320,1068.0,13000,9110,3,3,0.3333333333333333,16,1
PRV52842,0,396510,26692.0,2139830,961720,445,263,1.4764044943820225,678,18
PRV52843,1,592160,50656.0,1661220,590500,251,190,1.7729083665338645,514,30
PRV52844,0,46950,2366.0,644990,338680,129,112,1.5426356589147288,247,0
PRV52845,0,268340,9004.0,1031970,428350,231,137,1.5974025974025974,403,6
PRV52846,1,2117010,185872.0,3264410,431770,241,222,4.7012448132780085,628,79
PRV52847,1,617430,58920.0,1789190,172290,92,75,4.032608695652174,343,34
