Provider,PotentialFraud,TotalClaimAmtReimbursed_log1p,NumClaims_log1p,NumUniqueBeneficiaries_log1p,TotalIPAnnualReimbursementAmt_log1p,TotalOPAnnualReimbursementAmt_log1p,avg_claim_amt_per_claim_log1p,avg_claim_amt_per_beneficiary_log1p,ip_op_ratio,claims_per_day,diag_per_claim,proc_per_claim,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes,claims_x_avgclaim,many_procs_flag,high_total_claim_flag
PRV51707,0,5.602118820879701,2.5649493574615367,2.5649493574615367,11.097728152217645,9.890452970265668,3.1570004211501135,3.1570004211501135,3.344478216818642,7.199999999999999,2.0,0.0,24,0,270.0,0,0
PRV51708,0,6.018593214496234,1.6094379124341005,1.6094379124341005,10.75856223773664,8.764209507142004,4.639571612705423,4.639571612705423,7.3484375,0.0,2.25,0.0,9,0,410.0,0,0
PRV51709,0,7.384610383176974,2.3978952727983707,2.3978952727983707,8.006700845440367,10.178502231260229,5.087596335232384,5.087596335232384,0.1139384732244588,0.0,2.3,0.0,23,0,1610.0,0,0
PRV51710,0,11.70421502210386,2.8903717578961645,2.8903717578961645,12.356520765047172,10.249238041316636,8.871133812263167,8.871133812263167,8.226114649681529,5.0701754385964914,4.882352941176471,0.5294117647058824,83,9,121080.0,0,0
PRV51711,0,8.294299608857235,0.6931471805599453,0.6931471805599453,8.294299608857235,0.0,8.294299608857235,8.294299608857235,0.0,0.3333333333333333,6.0,0.0,6,0,4000.0,0,0
PRV51712,0,6.7580945044277305,1.3862943611198906,1.3862943611198906,8.987321812850125,8.511376306094673,5.661802402415319,5.661802402415319,1.6096579476861168,0.6923076923076924,2.3333333333333335,0.0,7,0,860.0,0,0
PRV51713,0,7.2305631534092925,2.6390573296152584,2.6390573296152584,9.897016661405816,9.88994628196946,4.674265616318269,4.674265616318269,1.0070957932083122,42.25,2.1538461538461537,0.0,28,0,1380.0,0,0
PRV51715,0,11.117524542619655,2.5649493574615367,2.5649493574615367,11.269591961359197,9.425532393502772,8.632781227229499,8.632781227229499,6.32258064516129,9.0,3.9166666666666665,0.3333333333333333,47,4,67340.0,0,0
PRV51716,0,10.044596413496008,4.418840607796598,4.174387269895637,12.646071216727051,11.92986449515202,5.641387994881818,5.8884450391521295,2.0466618335200684,122.25454545454544,1.902439024390244,0.0,156,0,23030.0,0,0
PRV51718,0,7.682943169878292,2.1972245773362196,2.1972245773362196,11.112462823634855,9.845911404398532,5.60672076181307,5.60672076181307,3.5487288135593222,3.2,2.125,0.0,17,0,2170.0,0,0
PRV51719,0,8.464003362902119,1.6094379124341005,1.6094379124341005,9.305741456739437,9.76313293456348,7.078341579557671,7.078341579557671,0.6329113924050633,0.7619047619047619,2.5,0.0,10,0,4740.0,0,0
PRV51720,0,6.580639137284949,1.6094379124341005,1.6094379124341005,8.476579508530941,9.375939552625749,5.198497031265826,5.198497031265826,0.4067796610169492,0.0,2.25,0.0,9,0,720.0,0,0
PRV51721,0,6.523562306149512,1.791759469228055,1.791759469228055,9.862717639992916,9.014447135152134,4.919980925828125,4.919980925828125,2.335766423357664,12.5,3.2,0.0,16,0,680.0,0,0
PRV51722,0,3.4339872044851463,0.6931471805599453,0.6931471805599453,0.0,4.61512051684126,3.4339872044851463,3.4339872044851463,0.0,0.0,0.0,0.0,0,0,30.0,0,0
PRV51723,0,8.58316818033977,2.833213344056216,2.833213344056216,0.0,10.9652802430657,5.813383984571282,5.813383984571282,0.0,12.8,1.75,0.0,28,0,5340.0,0,0
PRV51724,0,7.816416983691801,1.9459101490553132,1.9459101490553132,9.210440366976515,10.267818117285737,6.0266708028426015,6.0266708028426015,0.3473428273706148,1.7999999999999998,2.3333333333333335,0.0,14,0,2480.0,0,0
PRV51725,0,5.25227342804663,1.6094379124341005,1.6094379124341005,0.0,8.630700432209832,3.8815637979434374,3.8815637979434374,0.0,0.0,2.25,0.0,9,0,190.0,0,0
PRV51726,0,8.823353485113792,3.091042453358316,3.091042453358316,11.115145748438051,10.784793387507325,5.781771793517895,5.781771793517895,1.3914664457332229,6.7846153846153845,2.8095238095238093,0.0,59,0,6790.0,0,0
PRV51727,0,7.576097340623111,1.3862943611198906,1.3862943611198906,9.691592993399809,8.387312270561717,6.478509642208569,6.478509642208569,3.6856492027334857,0.0,1.6666666666666667,0.0,5,0,1950.0,0,0
PRV51729,0,8.227108234348146,2.995732273553991,2.995732273553991,11.237053379277803,10.56800375029692,5.287469264397737,5.287469264397737,1.952405454077695,32.81818181818182,3.0526315789473686,0.0,58,0,3740.0,0,0
PRV51731,0,9.073489189226986,3.6635616461296463,3.6635616461296463,11.457000407880116,11.212374272809084,5.440136687634958,5.440136687634958,1.2771474878444085,20.62857142857143,2.1578947368421053,0.0,82,0,8720.0,0,0
PRV51732,0,8.848078421168667,2.5649493574615367,2.5649493574615367,10.31231367277647,9.642187721358466,6.364750756851911,6.364750756851911,1.9545454545454544,5.76,2.5,0.0,30,0,6960.0,0,0
PRV51733,0,4.2626798770413155,1.0986122886681098,1.0986122886681098,0.0,9.53249633228804,3.58351893845611,3.58351893845611,0.0,0.0,2.0,0.0,4,0,70.0,0,0
PRV51734,0,8.974744612722734,3.044522437723423,3.044522437723423,11.582087655455243,11.208856524867436,5.981414211254481,5.981414211254481,1.4524261317430198,20.0,1.65,0.0,33,0,7900.0,0,0
PRV51735,0,5.860786223465865,1.6094379124341005,1.6094379124341005,9.798182590890704,8.24301946898925,4.483002552013883,4.483002552013883,4.7368421052631575,0.0,2.75,0.0,11,0,350.0,0,0
PRV51736,0,8.634264863002075,3.091042453358316,3.091042453358316,11.566760027598631,10.587366919275157,5.593294196016553,5.593294196016553,2.662881655311633,0.0,2.0,0.0,42,0,5619.999999999999,0,0
PRV51737,0,10.825780236605915,5.030437921392435,4.672828834461906,13.479115718347837,12.856080043406257,5.8048971473608075,6.164426400480835,1.8645819738456315,115.52,1.9013157894736843,0.0,289,0,50300.0,0,0
PRV51738,0,6.7464121285733745,2.833213344056216,2.70805020110221,10.615481020892434,9.7705845338719,3.991296186322654,4.122515439188797,2.327812678469446,23.272727272727273,2.625,0.0,42,0,850.0,0,0
PRV51739,0,9.525224101853109,4.31748811353631,4.290459441148391,12.768316405890602,12.03279605937944,5.2264729429004735,5.253726705442359,2.0865739089071234,144.10526315789474,1.8243243243243243,0.0,135,0,13700.0,0,0
PRV51740,0,9.547598014371232,4.060443010546419,3.951243718581427,11.808583147519697,11.784790606674171,5.508535639923146,5.61933465386649,1.0240780249923804,29.27027027027027,1.9824561403508771,0.0,113,0,14010.0,0,0
PRV51741,0,8.55468163582723,3.58351893845611,3.5553480614894135,11.835668167107167,11.038608546854046,5.005862015343598,5.034658146340106,2.219026193154427,17.01388888888889,2.2285714285714286,0.0,78,0,5190.0,0,0
PRV51742,0,7.9483852851118995,2.6390573296152584,2.6390573296152584,11.237712001989848,10.24994548006426,5.387665754189463,5.387665754189463,2.685289957567185,8.047619047619047,3.0,0.0,39,0,2830.0,0,0
PRV51743,0,10.288103485908332,4.77912349311153,4.7535901911063645,13.17529922206728,12.09184515642002,5.521393118953783,5.547043908073926,2.954879210806569,262.71698113207543,1.728813559322034,0.0,204,0,29380.0,0,0
PRV51744,0,6.493753839851686,1.791759469228055,1.791759469228055,10.085850775128716,9.08375621986673,4.890349128221754,4.890349128221754,2.724177071509648,8.333333333333334,3.6,0.0,18,0,660.0,0,0
PRV51745,0,7.736743682453495,2.6390573296152584,2.5649493574615367,10.6782377612977,9.963217656743897,5.177018542359148,5.256626939493827,2.0442769665567595,42.25,2.3076923076923075,0.0,30,0,2290.0,0,0
PRV51746,0,9.258273025731484,3.295836866004329,3.258096538021482,10.50235152577494,11.315583667019853,6.00255664782829,6.0416822632686,0.4434157631867462,10.08955223880597,2.730769230769231,0.0,71,0,10490.0,0,0
PRV51747,0,7.313886831633462,1.6094379124341005,1.6094379124341005,9.618535084655214,8.74369111054302,5.929589143389895,5.929589143389895,2.398724082934609,0.0,3.0,0.0,12,0,1500.0,0,0
PRV51748,0,8.9947928972836,2.9444389791664403,2.9444389791664403,11.910230705056255,10.529987323148188,6.106527838227193,6.106527838227193,3.9759486905398185,11.172413793103448,2.4444444444444446,0.0,44,0,8060.0,0,0
PRV51749,0,7.930565854233965,1.9459101490553132,1.9459101490553132,10.94024216782542,10.589887018388692,6.140602685111696,6.140602685111696,1.4195821797130632,1.7999999999999998,1.5,0.0,9,0,2780.0,0,0
PRV51750,0,7.378383712996715,1.3862943611198906,1.3862943611198906,0.0,7.787796878181171,6.281019863941443,6.281019863941443,0.0,0.0,4.666666666666667,0.0,14,0,1600.0,0,0
PRV51751,0,6.803505257608338,1.0986122886681098,1.0986122886681098,0.0,8.790421306897867,6.111467339502679,6.111467339502679,0.0,0.5714285714285714,2.0,0.0,4,0,900.0,0,0
PRV51752,0,10.396383394136135,4.477336814478207,4.248495242049359,12.440199657201768,12.556627399253433,5.933098507830147,6.16435164238076,0.8900940240166215,44.78698224852071,1.8160919540229885,0.0,158,0,32740.0,0,0
PRV51753,0,7.099201743553092,1.6094379124341005,1.6094379124341005,9.85854248649296,8.648396877031582,5.715381610499553,5.715381610499553,3.354385964912281,0.7619047619047619,3.0,0.0,12,0,1210.0,0,0
PRV51754,0,7.659642954564682,2.302585092994046,2.302585092994046,9.809231816610408,9.722025626154055,5.46618308755726,5.46618308755726,1.091127098321343,0.0,2.5555555555555554,0.0,23,0,2120.0,0,0
PRV51755,0,6.3818160174060985,1.9459101490553132,1.9459101490553132,0.0,9.793728488543389,4.598481197837295,4.598481197837295,0.0,1.7999999999999998,1.8333333333333333,0.0,11,0,590.0,0,0
PRV51758,0,6.814542897259958,2.0794415416798357,2.0794415416798357,8.517393171418904,8.79346036105272,4.875197323201151,4.875197323201151,0.7587253414264037,2.4499999999999997,2.5714285714285716,0.0,18,0,910.0,0,0
PRV51759,0,6.994849985833071,2.6390573296152584,2.6390573296152584,11.893968090666243,10.004734619552412,4.440839661791966,4.440839661791966,6.61455038409399,8.450000000000001,2.0,0.0,26,0,1090.0,0,0
PRV51761,0,7.534228326274089,2.4849066497880004,2.4849066497880004,11.391898423211194,9.868947866261385,5.14166355650266,5.14166355650266,4.58592132505176,5.761904761904762,2.363636363636364,0.0,26,0,1870.0,0,0
PRV51762,0,8.03947991910045,2.70805020110221,2.70805020110221,10.89137310123298,9.87256431988262,5.404606022778685,5.404606022778685,2.7699845281072717,196.00000000000009,2.7142857142857144,0.0,38,0,3100.0,0,0
PRV51763,0,8.284251797621916,2.4849066497880004,2.4849066497880004,9.761981590241948,10.11297832739655,5.8888779583328805,5.8888779583328805,0.7039740470397404,17.285714285714285,3.1818181818181817,0.0,35,0,3960.0,0,0
PRV51764,0,8.709630081951286,3.5263605246161616,3.5263605246161616,11.608608302601729,11.358269657587524,5.218388288782014,5.218388288782014,1.2844636395470994,21.78,2.060606060606061,0.0,68,0,6060.0,0,0
PRV51765,0,7.962415680121064,2.70805020110221,2.70805020110221,11.435623165612135,10.025306875857222,5.327876168789581,5.327876168789581,4.097388224878265,196.00000000000009,2.142857142857143,0.0,30,0,2870.0,0,0
PRV51766,0,7.736743682453495,3.1780538303479458,3.1780538303479458,9.472781556562168,10.468829770273569,4.6108064463022895,4.6108064463022895,0.3693181818181818,10.173076923076923,2.391304347826087,0.0,55,0,2290.0,0,0
PRV51767,0,8.309184527686298,2.5649493574615367,2.5649493574615367,11.12285622984002,9.840068404666471,5.826982908442358,5.826982908442358,3.6068193926478425,144.00000000000006,3.0833333333333335,0.0,37,0,4060.0,0,0
PRV51769,0,8.476579508530941,2.772588722239781,2.772588722239781,11.034905792929417,10.220886181775844,5.771441123130016,5.771441123130016,2.2570076447033127,75.0,2.533333333333333,0.0,38,0,4800.0,0,0
PRV51770,0,8.82776136765472,2.772588722239781,2.772588722239781,11.35100635554442,10.965971674529175,6.12176154805584,6.12176154805584,1.4696734059097978,9.0,2.933333333333333,0.0,44,0,6820.0,0,0
PRV51771,0,9.051461866908694,3.713572066704308,3.5553480614894135,11.726753763726352,11.13270403709896,5.367143557477889,5.528962125093412,1.8113207547169812,59.25925925925925,2.125,0.0,85,0,8530.0,0,0
PRV51773,0,6.634633357861686,1.791759469228055,1.791759469228055,0.0,9.020510699691906,5.030437921392435,5.030437921392435,0.0,0.0,2.4,0.0,12,0,760.0,0,0
PRV51774,0,8.003363058629947,1.3862943611198906,1.3862943611198906,10.043292972227004,9.906034306802704,6.905419219184589,6.905419219184589,1.14713216957606,0.4499999999999999,2.0,0.0,6,0,2990.0,0,0
PRV51775,0,9.170663554823284,3.688879454113936,3.610917912644224,12.026772519613342,11.118860131812935,5.511047915890737,5.590779662172808,2.479163577042859,84.5,1.8461538461538465,0.0,72,0,9610.0,0,0
PRV51776,0,9.444700778495555,4.007333185232471,3.4657359027997265,11.768814967177327,11.458163002075494,5.459900673302141,6.013083992313762,1.3643181578113446,56.07692307692309,2.3518518518518516,0.0,127,0,12640.0,0,0
PRV51778,0,5.5254529391317835,1.3862943611198906,1.3862943611198906,0.0,7.771067086065406,4.43477720005941,4.43477720005941,0.0,0.0,3.6666666666666665,0.0,11,0,250.0,0,0
PRV51779,0,8.947806093057054,3.218875824868201,3.1354942159291497,11.57684817153292,11.158262780792422,5.7727383084202275,5.859490382932066,1.51981750784146,14.048780487804878,2.75,0.0,66,0,7690.0,0,0
PRV51780,0,8.54110501146255,3.5553480614894135,2.833213344056216,11.252612095978138,10.350766163457704,5.021167866596149,5.771441123130016,2.4641943734015346,0.0,2.0,0.0,68,0,5120.0,0,0
PRV51781,0,8.006700845440367,3.218875824868201,3.044522437723423,11.486180998767248,10.672229100017557,4.836281906951478,5.017279836814924,2.256838201205378,13.3953488372093,2.5416666666666665,0.0,61,0,3000.0,0,0
PRV51784,0,8.2482674474469,2.1972245773362196,2.0794415416798357,8.699681400989514,10.843319014326264,6.170656210893009,6.303926336370389,0.1172103926548153,2.56,2.75,0.0,22,0,3820.0,0,0
PRV51786,0,5.638354669333745,1.791759469228055,1.6094379124341005,0.0,7.804251383528112,4.04305126783455,4.2626798770413155,0.0,1.7857142857142858,1.4,0.0,7,0,280.0,0,0
PRV51787,0,5.017279836814924,1.3862943611198906,1.3862943611198906,11.082157933374816,8.45553053102413,3.9318256327243257,3.9318256327243257,13.829787234042554,0.6428571428571428,2.3333333333333335,0.0,7,0,150.0,0,0
PRV51788,0,10.565943539941884,4.941642422609304,4.454347296253507,13.509733758923243,12.695483603363613,5.635020820013143,6.125455392991219,2.257486131118399,134.17361111111111,2.0,0.0,278,0,38790.0,0,0
PRV51789,0,8.845201135339584,3.49650756146648,3.367295829986474,11.068371235050265,10.556879877314014,5.383921503840185,5.516879008357135,1.6677939646201874,204.8,1.78125,0.0,57,0,6940.0,0,0
PRV51790,0,9.829894832232757,4.343805421853684,4.31748811353631,12.87195396804166,12.031606156751552,5.503189748863888,5.529750786082639,2.317180616740088,82.51428571428572,2.0,0.0,152,0,18580.0,0,0
PRV51792,0,9.970725551801806,3.8501476017100584,3.295836866004329,11.952089659814987,11.853467978193942,6.144185634125646,6.713797047178707,1.103649427331579,19.063063063063066,2.130434782608696,0.0,98,0,21390.0,0,0
PRV51793,0,8.517393171418904,3.258096538021482,2.5649493574615367,11.822767677716987,10.71798916150825,5.303304908059076,6.034683666227958,3.0186005314437554,11.79245283018868,2.28,0.0,57,0,5000.0,0,0
PRV51794,0,7.611347717403621,2.4849066497880004,2.4849066497880004,11.344991902770955,9.825580063659602,5.218388288782014,5.218388288782014,4.56972972972973,3.4571428571428573,2.636363636363636,0.0,29,0,2020.0,0,0
PRV51795,0,8.924123891686012,3.610917912644224,3.295836866004329,10.987172311286548,10.856515146126256,5.345253962068146,5.669350278234717,1.1395797185270868,26.448979591836732,2.1944444444444446,0.0,79,0,7510.0,0,0
PRV51796,0,4.948759890378168,1.6094379124341005,1.6094379124341005,0.0,7.67368812926773,3.58351893845611,3.58351893845611,0.0,0.0,2.0,0.0,8,0,140.0,0,0
PRV51797,0,6.111467339502679,1.791759469228055,1.6094379124341005,9.39274525863144,7.930565854233965,4.51085950651685,4.7318028369214575,4.316546762589928,0.6578947368421053,2.6,0.0,13,0,450.0,0,0
PRV51798,0,7.259116128097101,2.3978952727983707,2.1972245773362196,0.0,9.658928824466434,4.962844630259907,5.184588601219693,0.0,100.0,2.4,0.0,24,0,1420.0,0,0
PRV51799,0,6.594413459749778,1.3862943611198906,1.3862943611198906,0.0,8.525359754082631,5.498533413218542,5.498533413218542,0.0,3.0,2.6666666666666665,0.0,8,0,730.0,0,0
PRV51801,0,8.523374050491318,3.044522437723423,3.044522437723423,10.69627642742294,10.720421929870149,5.531411248715415,5.531411248715415,0.9761431411530817,200.0,2.45,0.0,49,0,5030.0,0,0
PRV51802,0,8.503297086224126,3.218875824868201,3.1354942159291497,11.244666862976436,10.76047404051114,5.329896779701359,5.416504361006116,1.6228777589134125,12.25531914893617,2.25,0.0,54,0,4930.0,0,0
PRV51803,0,10.42141787803205,1.791759469228055,1.791759469228055,11.885323156174174,8.385032287813898,8.812099108957337,8.812099108957337,33.1324200913242,3.125,5.4,0.4,27,2,33570.0,0,0
PRV51805,1,11.112462823634855,1.3862943611198906,1.3862943611198906,11.49416049911715,8.9947928972836,10.013880384821976,10.013880384821976,12.176178660049628,0.25,8.333333333333334,0.6666666666666666,25,2,67000.0,0,0
PRV51806,0,9.472781556562168,0.6931471805599453,0.6931471805599453,9.952325334619427,2.3978952727983707,9.472781556562168,9.472781556562168,2100.0,0.25,9.0,1.0,9,1,13000.0,0,0
PRV51807,0,11.49273296168228,2.0794415416798357,2.0794415416798357,11.81066429825487,8.603554357064281,9.546884034617923,9.546884034617923,24.711926605504587,1.4848484848484849,6.285714285714286,1.0,44,7,98000.0,0,0
PRV51809,0,12.396779778233434,3.332204510175204,3.295836866004329,12.768088408363388,10.769768376656003,9.10105033515326,9.138786531698551,7.376787216148023,4.584905660377358,5.62962962962963,0.6296296296296297,152,17,242020.00000000003,1,0
PRV51810,0,10.275085591132717,1.3862943611198906,1.3862943611198906,10.438839921478715,8.676075516476429,9.17654226322596,9.17654226322596,5.829351535836177,0.6428571428571428,8.0,0.6666666666666666,24,2,29000.0,0,0
PRV51811,0,12.201065128819632,2.772588722239781,2.772588722239781,12.578018887349952,10.232107612780684,9.493085276648149,9.493085276648149,10.443124550035996,2.74390243902439,6.666666666666667,0.7333333333333333,100,11,199000.0,0,0
PRV51812,0,8.699681400989514,0.6931471805599453,0.6931471805599453,9.749228533507058,7.115582126184454,8.699681400989514,8.699681400989514,13.934959349593496,0.1428571428571428,10.0,1.0,10,1,6000.0,0,0
PRV51813,0,11.60824473564232,2.3978952727983707,2.3978952727983707,12.006834811919893,9.86635665419792,9.305741456739437,9.305741456739437,8.503892060197197,1.234567901234568,5.7,0.9,57,9,110000.0,0,0
PRV51815,0,6.698268054115413,1.791759469228055,1.791759469228055,9.862717639992916,8.837971491357209,5.093750200806762,5.093750200806762,2.7866473149492017,0.0,3.2,0.0,16,0,810.0,0,0
PRV51816,0,11.127277689932466,2.0794415416798357,2.0794415416798357,11.938003639925466,8.651898894268529,9.18145577098132,9.18145577098132,26.743006993006993,1.8148148148148149,6.142857142857143,0.7142857142857143,43,5,68000.0,0,0
PRV51818,1,12.495007682693725,3.4011973816621555,3.332204510175204,13.039896567300506,10.949770923024142,9.127816715730024,9.199268189860916,8.086055497014401,4.833333333333333,5.620689655172414,0.5862068965517241,163,17,267000.0,1,0
PRV51819,0,8.860924729719041,1.3862943611198906,1.3862943611198906,11.278986350694812,8.785845337961213,7.762596048540069,7.762596048540069,12.10091743119266,0.75,6.0,0.0,18,0,7050.0,0,0
PRV51820,0,10.12667110305036,1.791759469228055,1.791759469228055,11.121821736797092,8.740496729931813,8.517393171418904,8.517393171418904,10.8208,1.25,5.8,0.6,29,3,25000.0,0,0
PRV51821,0,11.8350162104899,2.3978952727983707,2.3978952727983707,12.318065617740915,9.614538010517382,9.53249633228804,9.53249633228804,14.93324432576769,0.8695652173913043,7.4,0.4,74,4,138000.0,0,0
PRV51822,0,6.398594934535208,0.6931471805599453,0.6931471805599453,6.398594934535208,4.394449154672439,6.398594934535208,6.398594934535208,7.5,0.0588235294117647,1.0,0.0,1,0,600.0,0,0
PRV51823,0,10.703940854834316,2.4849066497880004,2.4849066497880004,11.661957351816207,9.814164414575924,8.306270119489735,8.306270119489735,6.34609075997813,2.880952380952381,6.090909090909091,0.0909090909090909,67,1,44530.0,0,0
PRV51824,0,11.000448478455008,2.3978952727983707,2.302585092994046,11.901929157711724,9.7538848483049,8.698013622083925,8.80335744589822,8.568524970963995,1.4492753623188406,7.6,0.3,76,3,59900.0,0,0
PRV51826,1,12.487488878546143,3.091042453358316,3.044522437723423,12.758292580012258,10.206587653966263,9.443041909388214,9.491828300264636,12.829394387001477,3.614754098360656,5.666666666666667,0.8095238095238095,119,17,265000.0,1,0
PRV51827,0,11.775297421715829,2.9444389791664403,2.8903717578961645,12.47174297739082,10.580276666483256,8.885056423495103,8.942207146062723,6.629224904701398,2.677685950413223,6.055555555555555,0.5,109,9,130000.0,0,0
PRV51828,0,11.6172944892629,2.4849066497880004,2.4849066497880004,11.735756967602311,9.75967491717028,9.219489301685208,9.219489301685208,7.214780600461894,3.2702702702702697,6.2727272727272725,0.8181818181818182,69,9,111000.0,0,0
PRV51829,0,10.491301994830229,1.791759469228055,1.791759469228055,11.662043502269412,8.335911094196945,8.881975184248867,8.881975184248867,27.836930455635493,0.5,7.2,0.4,36,2,36000.0,0,0
PRV51830,0,9.90353755128617,1.9459101490553132,1.9459101490553132,10.558958826115072,8.67265729404031,8.11202803831707,8.11202803831707,6.595890410958904,1.5,7.0,0.1666666666666666,42,1,20000.0,0,0
PRV51831,0,10.239995502805316,1.0986122886681098,1.0986122886681098,10.62427421889949,6.93828448401696,9.546884034617923,9.546884034617923,39.922330097087375,0.5,9.0,1.0,18,2,28000.0,0,0
PRV51833,0,9.61587214452889,1.3862943611198906,1.3862943611198906,9.627799924932717,8.637816633739977,8.517393171418904,8.517393171418904,2.6914893617021276,0.8999999999999999,8.0,0.6666666666666666,24,2,15000.0,0,0
PRV51836,1,13.132315688453556,7.492760300922379,6.4692503167957724,15.651661802456712,15.124429962296771,5.6436568457505585,6.665889417240404,1.694236083162037,1156.4628099173556,0.9609810479375696,0.0,1724,0,505000.00000000006,0,1
PRV51837,0,12.207626437769555,4.653960350157523,4.605170185988092,13.422039730024933,12.224408511383016,7.5637496068908,7.612995707229466,3.31227295041728,43.96747967479675,2.1923076923076925,0.0961538461538461,228,10,200310.0,0,0
PRV51838,0,10.896757843893464,5.303304908059076,5.135798437050262,14.031775304455923,12.834337245770977,5.602118820879701,5.769965353156039,3.3116280310507644,191.38755980861245,1.64,0.0,328,0,54000.0,0,0
PRV51840,1,12.849506861271108,4.77912349311153,4.718498871295094,13.657148857555546,12.167908573934527,8.079129598111074,8.140265634783196,4.43374370162589,39.78285714285714,2.711864406779661,0.1779661016949152,320,21,380600.0,1,0
PRV51841,0,11.792910491015604,4.04305126783455,3.970291913552122,12.64722981250999,11.696837423071967,7.767974401188669,7.84205215364519,2.586737665363175,31.67676767676768,2.642857142857143,0.0714285714285714,148,4,132310.0,0,0
PRV51842,1,14.014853918361409,5.68697535633982,5.41164605185504,14.910416319272247,13.55701310772506,8.331514167898785,8.607864007979588,3.870579246578003,95.50939226519336,2.163265306122449,0.2176870748299319,636,64,1220600.0,1,1
PRV51843,0,9.84219708409302,3.9318256327243257,3.610917912644224,12.303203893455684,12.064111536760276,5.9327755507593025,6.260537030310592,1.2700973895003749,31.25,2.42,0.0,121,0,18810.0,0,0
PRV51845,0,11.610786932923968,3.828641396489095,3.713572066704308,12.460563689686811,11.147656555612986,7.8045233443674285,7.922261058353247,3.717002881844381,22.75280898876404,2.7333333333333334,0.0888888888888888,123,4,110280.0,0,0
PRV51846,0,9.855924135604518,3.4011973816621555,3.258096538021482,11.050905878263569,10.930263645585358,6.490095426656681,6.6383059747914155,1.1282234957020056,23.36111111111111,2.5517241379310347,0.1379310344827586,74,4,19070.0,0,0
PRV51847,0,9.150696519048669,3.7612001156935624,3.6635616461296463,11.616934067204772,10.625246485085317,5.417369437907725,5.517030063477435,2.695821185617104,50.4,1.880952380952381,0.0,79,0,9420.0,0,0
PRV51848,0,9.660205067381032,4.060443010546419,4.02535169073515,12.821990448955107,11.689991569368228,5.620718638766314,5.6563096242660365,3.1018681410739717,63.705882352941174,2.1228070175438596,0.0,121,0,15679.999999999998,0,0
PRV51849,0,10.83212178894152,4.990432586778736,4.718498871295094,13.435977781482062,12.597814012418528,5.851375496444219,6.124762241255971,2.312121928964888,140.23684210526318,1.904109589041096,0.0136986301369863,278,2,50620.0,0,0
PRV51851,1,13.414273001155196,6.159095388491933,5.820082930352362,14.70676282744891,13.809211762134929,7.257997287755246,7.597662096183135,2.4535885360061185,263.338061465721,1.5720338983050848,0.0635593220338983,742,30,669490.0,1,1
PRV51852,0,8.954286157204713,2.995732273553991,2.9444389791664403,10.863814308399895,10.65728288404746,6.0121697597275086,6.066108090103747,1.2294117647058824,120.3333333333334,2.0,0.0,38,0,7740.0,0,0
PRV51855,0,11.885667636907328,4.795790545596741,4.532599493153256,13.26746927624435,12.218500103788145,7.098995281283338,7.36450571043159,2.854716049382716,58.29959514170041,2.175,0.125,261,15,145170.0,1,0
PRV51856,0,10.357774570341576,4.770684624465665,4.68213122712422,12.850714746280278,12.246691419402511,5.59927629480429,5.688305059568731,1.8294685294541264,66.45145631067962,1.948717948717949,0.0,228,0,31500.0,0,0
PRV51857,1,12.857071431456705,4.060443010546419,3.871201010907891,13.727783652317788,11.69766908619656,8.814166179856288,9.007043773216909,7.615013716850943,20.180124223602487,3.3859649122807016,0.3684210526315789,193,21,383490.0,1,0
PRV51858,0,9.57366316988638,4.127134385045092,4.0943445622221,12.679728970552777,11.555227963004103,5.466952797953254,5.5001507140655,3.0787001533742333,40.010752688172055,2.0,0.0,122,0,14380.0,0,0
PRV51859,0,9.648659816955297,4.189654742026425,4.110873864173311,12.390230016186209,11.711210589947727,5.478392812980071,5.558114235510282,1.971951119494792,45.43010752688172,2.107692307692308,0.0,137,0,15500.0,0,0
PRV51860,0,12.407424472605877,6.655440350367647,5.863631175598097,14.524236260758755,14.242829130141004,5.756435239733581,6.5480680697164635,1.3249931513103823,599.1800995024876,1.2641752577319587,0.0012886597938144,981,1,244610.0,0,0
PRV51861,0,7.923348211930154,3.091042453358316,3.044522437723423,9.551160286590816,10.44088694523715,4.8860434165105415,4.9344739331306915,0.4107508033888402,23.210526315789473,2.1904761904761907,0.0,46,0,2759.9999999999995,0,0
PRV51862,0,11.438966712451936,3.044522437723423,3.044522437723423,12.004513221932806,10.374147216543994,8.443439002827576,8.443439002827576,5.105871330418489,8.88888888888889,4.0,0.3,80,6,92870.0,0,0
PRV51863,0,12.566195139831894,4.30406509320417,4.204692619390966,13.793235296225577,12.154731981599651,8.275986799868136,8.376767089141772,5.147481446391915,18.764084507042252,2.9863013698630136,0.2191780821917808,218,16,286700.0,1,0
PRV51864,0,11.41961428583207,4.897839799950911,4.330733340286331,12.808449575195446,12.462809567703902,6.53071320902782,7.102938216936995,1.4128954900595652,129.1167883211679,1.9172932330827068,0.0150375939849624,255,2,91090.0,0,0
PRV51865,0,9.364862411412354,3.367295829986474,3.332204510175204,11.52979241483,10.401258331428318,6.034968655827767,6.071250811646378,3.0911854103343464,30.153846153846153,2.357142857142857,0.0,66,0,11670.0,0,0
PRV51867,0,10.377576575186112,4.634728988229636,4.584967478670572,12.732813940391514,12.31618634688165,5.755742213586912,5.805848910993345,1.516839842350412,71.26027397260273,2.0294117647058822,0.0,207,0,32130.0,0,0
