Provider,PotentialFraud,TotalClaimAmtReimbursed,TotalDeductibleAmtPaid,TotalIPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,NumClaims,NumUniqueBeneficiaries,AvgClaimDuration,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes,TotalClaimAmtReimbursed_winsor,TotalDeductibleAmtPaid_winsor,TotalIPAnnualReimbursementAmt_winsor,TotalOPAnnualReimbursementAmt_winsor,avg_claim_amt_per_claim,avg_claim_amt_per_beneficiary,beneficiaries_per_claim,ip_op_ratio,high_total_claim_flag,claims_per_day,diag_per_claim,proc_per_claim,TotalClaimAmtReimbursed_log1p,TotalIPAnnualReimbursementAmt_log1p,TotalOPAnnualReimbursementAmt_log1p,NumClaims_log1p,NumUniqueBeneficiaries_log1p,avg_claim_amt_per_claim_log1p,avg_claim_amt_per_beneficiary_log1p,claims_x_avgclaim,many_procs_flag,max_log1p_zscore
PRV52920,0,14530,2296.0,42780,22970,17,17,0.5294117647058824,53,1,14530.0,2296.0,42780.0,22970.0,854.7058823529412,854.7058823529412,1.0,1.8624292555507183,0,32.11111111111111,3.1176470588235294,0.058823529411764705,9.584039577320695,10.663849357772266,10.041987829781233,2.8903717578961645,2.8903717578961645,6.751926721717246,6.751926721717246,14530.0,0,0.4577722310894706
PRV52921,0,27450,3364.0,161270,108870,46,43,1.8478260869565215,111,1,27450.0,3364.0,161270.0,108870.0,596.7391304347826,638.3720930232558,0.9347826086956522,1.481307981996877,0,24.894117647058827,2.4130434782608696,0.021739130434782608,10.22015787614662,11.990841458736636,11.597918974099873,3.8501476017100584,3.784189633918261,6.393154422040575,6.460486590104362,27450.0,0,0.38556487527428923
PRV52922,0,49510,7476.0,166750,105750,33,24,2.0303030303030303,103,4,49510.0,7476.0,166750.0,105750.0,1500.3030303030303,2062.9166666666665,0.7272727272727273,1.5768321513002364,0,16.253731343283583,3.121212121212121,0.12121212121212122,10.809950146091303,12.024256960761388,11.56884255312859,3.5263605246161616,3.2188758248682006,7.314088696868916,7.632360751109371,49510.0,0,0.7468786684577432
PRV52924,0,38730,3204.0,228430,17520,13,11,0.7692307692307693,47,1,38730.0,3204.0,228430.0,17520.0,2979.230769230769,3520.909090909091,0.8461538461538461,13.03824200913242,0,16.9,3.6153846153846154,0.07692307692307693,10.564395591953422,12.33898947434904,9.771155440487087,2.6390573296152584,2.4849066497880004,7.999756015840363,8.166758476942524,38730.0,0,1.1452429538296456
PRV52925,0,29000,4272.0,32000,25670,4,4,5.0,34,4,29000.0,4272.0,32000.0,25670.0,7250.0,7250.0,1.0,1.2465913517724971,0,0.8,8.5,1.0,10.275085591132715,10.373522431293592,10.153117229086165,1.6094379124341003,1.6094379124341003,8.888894669371593,8.888894669371593,29000.0,0,1.7510178843888426
PRV52926,0,53760,4322.0,83250,43520,17,16,3.411764705882353,56,2,53760.0,4322.0,83250.0,43520.0,3162.3529411764707,3360.0,0.9411764705882353,1.9129136029411764,0,4.982758620689656,3.2941176470588234,0.11764705882352941,10.892303576214507,11.32961541978256,10.680998859207012,2.8903717578961645,2.833213344056216,8.059387801391829,8.119993827725105,53760.0,0,1.1858704089606253
PRV52928,0,9260,290.0,51200,75240,41,23,1.170731707317073,101,0,9260.0,290.0,51200.0,75240.0,225.85365853658536,402.60869565217394,0.5609756097560976,0.6804891015417331,0,35.020833333333336,2.4634146341463414,0.0,9.13356731317027,10.843514342086866,11.228451574129409,3.7376696182833684,3.1780538303479458,5.424305133538159,6.000445833470783,9260.0,0,0.609425537062189
PRV52929,0,6770,30.0,101580,53870,35,20,0.7714285714285715,62,0,6770.0,30.0,101580.0,53870.0,193.42857142857142,338.5,0.5714285714285714,1.8856506404306663,0,45.37037037037037,1.7714285714285714,0.0,8.820404065485645,11.52861178876435,10.894347578710008,3.58351893845611,3.044522437723423,5.2700648535961525,5.827473946998751,6770.0,0,0.7145102665362947
PRV52930,0,39290,300.0,618390,302320,127,61,1.3858267716535433,264,0,39290.0,300.0,618390.0,302320.0,309.37007874015745,644.0983606557377,0.48031496062992124,2.045481608891241,0,91.64204545454545,2.078740157480315,0.0,10.578750763997512,13.33487622246251,12.619244645771273,4.852030263919617,4.127134385045092,5.737765387851341,6.469402802309944,39290.0,0,0.9148481023949242
PRV52931,0,3010,150.0,24000,29360,14,14,0.7857142857142857,32,0,3010.0,150.0,24000.0,29360.0,215.0,215.0,1.0,0.8174386920980926,0,17.81818181818182,2.2857142857142856,0.0,8.010027528481734,10.085850775128717,10.28742254209393,2.70805020110221,2.70805020110221,5.375278407684165,5.375278407684165,3010.0,0,0.8051877752474137
PRV52932,0,13830,90.0,76850,128440,40,34,2.275,86,0,13830.0,90.0,76850.0,128440.0,345.75,406.7647058823529,0.85,0.5983338523824354,0,17.582417582417584,2.15,0.0,9.534667728624708,11.249623761243825,11.763224933909672,3.713572066704308,3.5553480614894135,5.848604059194941,6.0106903067792805,13830.0,0,0.4375139615373963
PRV52933,1,69390,3204.0,154400,16630,8,6,6.0,39,4,69390.0,3204.0,154400.0,16630.0,8673.75,11565.0,0.75,9.284425736620566,0,1.3333333333333333,4.875,0.5,11.147512455088211,11.947308393235778,9.71902370267014,2.1972245773362196,1.9459101490553132,9.068171785955997,9.355825038718164,69390.0,0,1.9320064931087986
PRV52934,0,8730,230.0,234880,46540,32,18,1.59375,87,0,8730.0,230.0,234880.0,46540.0,272.8125,485.0,0.5625,5.046841426729695,0,20.07843137254902,2.71875,0.0,9.074635189810808,12.366834281892412,10.748088923518438,3.4965075614664802,2.9444389791664403,5.612443565574117,6.186208623900494,8730.0,0,0.48124581486760565
PRV52935,0,101800,250.0,909700,890520,280,85,1.7857142857142858,450,0,101800.0,250.0,909700.0,890520.0,363.57142857142856,1197.6470588235295,0.30357142857142855,1.0215379778107174,0,156.79999999999998,1.6071428571428572,0.0,11.530775206233024,13.720871253073042,13.699561963690956,5.638354669333745,4.454347296253507,5.898722495409367,7.088948748744721,101800.0,0,1.4446824700928225
PRV52936,0,44340,4582.0,170350,172360,108,34,0.5,244,3,44340.0,4582.0,170350.0,172360.0,410.55555555555554,1304.1176470588234,0.3148148148148148,0.9883383615688095,0,216.0,2.259259259259259,0.027777777777777776,10.699665035915537,12.04561629333898,12.057346393523108,4.6913478822291435,3.5553480614894135,6.01994401842985,7.174048466696366,44340.0,0,0.8083271250725378
PRV52937,0,6030,100.0,6210,40390,24,21,1.4583333333333333,44,0,6030.0,100.0,6210.0,40390.0,251.25,287.14285714285717,0.875,0.15375092844763555,0,16.45714285714286,1.8333333333333333,0.0,8.704668113450987,8.734077192559303,10.606362266854584,3.2188758248682006,3.091042453358316,5.530420659233719,5.663456388898899,6030.0,0,0.7025381834179448
PRV52938,0,4270,0.0,12000,14830,3,3,6.666666666666667,9,0,4270.0,0.0,12000.0,14830.0,1423.3333333333333,1423.3333333333333,1.0,0.8091706001348618,0,0.44999999999999996,3.0,0.0,8.359603270841466,9.392745258631441,9.604474863741963,1.3862943611198906,1.3862943611198906,7.261459146975915,7.261459146975915,4270.0,0,1.382688015899978
PRV52940,0,950,40.0,14000,13530,9,7,4.444444444444445,13,0,950.0,40.0,14000.0,13530.0,105.55555555555556,135.71428571428572,0.7777777777777778,1.0347376201034737,0,2.025,1.4444444444444444,0.0,6.85751406254539,9.546884034617925,9.512738628263644,2.302585092994046,2.0794415416798357,4.6686664975472185,4.917893242397641,950.0,0,1.2294308676168912
PRV52941,0,13950,170.0,280960,107430,43,39,0.8372093023255814,103,0,13950.0,170.0,280960.0,107430.0,324.4186046511628,357.6923076923077,0.9069767441860465,2.615284371218468,0,51.36111111111111,2.395348837209302,0.0,9.543306469268108,12.545971148648068,11.584604060004121,3.784189633918261,3.6888794541139363,5.785112367862151,5.882464939346784,13950.0,0,0.45642460371944543
PRV52942,0,10910,40.0,67040,118870,43,39,2.116279069767442,92,0,10910.0,40.0,67040.0,118870.0,253.72093023255815,279.7435897435897,0.9069767441860465,0.5639774543619079,0,20.318681318681318,2.13953488372093,0.0,9.297526733655099,11.113059651512495,11.685794150490812,3.784189633918261,3.6888794541139363,5.540168554630184,5.637441760743778,10910.0,0,0.6249130306248606
PRV52943,0,6760,80.0,101020,63760,35,33,3.5428571428571427,77,0,6760.0,80.0,101020.0,63760.0,193.14285714285714,204.84848484848484,0.9428571428571428,1.584378920953576,0,9.879032258064516,2.2,0.0,8.818926087090677,11.523083695002944,11.062896997155411,3.58351893845611,3.5263605246161616,5.26859426509583,5.327140387724822,6760.0,0,0.8382895385317454
PRV52944,0,4120,0.0,21000,11180,4,4,0.0,9,0,4120.0,0.0,21000.0,11180.0,1030.0,1030.0,1.0,1.8783542039355994,0,0.0,2.25,0.0,8.323851131338817,9.952325334619427,9.321971188147367,1.6094379124341003,1.6094379124341003,6.93828448401696,6.93828448401696,4120.0,0,1.2347597308004614
PRV52945,0,6870,160.0,83560,74070,46,24,1.3043478260869563,101,0,6870.0,160.0,83560.0,74070.0,149.34782608695653,286.25,0.5217391304347826,1.1281220467125692,0,35.26666666666667,2.1956521739130435,0.0,8.835064935031076,11.333332183047432,11.212779371658742,3.8501476017100584,3.2188758248682006,5.012951450314087,5.660352916728865,6870.0,0,0.8896830063564084
PRV52948,0,25320,510.0,313690,372700,106,47,1.2547169811320755,189,0,25320.0,510.0,313690.0,372700.0,238.8679245283019,538.7234042553191,0.44339622641509435,0.8416689026026295,0,84.48120300751879,1.7830188679245282,0.0,10.139389369949,12.65616370393616,12.828531768586906,4.672828834461906,3.871201010907891,5.480088457398001,6.29105679398974,25320.0,0,0.9916238501227345
PRV52949,0,27080,370.0,458190,200480,79,51,1.2658227848101269,162,0,27080.0,370.0,458190.0,200480.0,342.7848101265823,530.9803921568628,0.6455696202531646,2.2854648842777334,0,62.40999999999998,2.050632911392405,0.0,10.206587653966265,13.03504140673093,12.208474758146187,4.382026634673881,3.9512437185814275,5.840015909676529,6.276606631814412,27080.0,0,0.6691067031488651
PRV52950,0,33830,470.0,335100,210090,116,64,1.043103448275862,238,0,33830.0,470.0,335100.0,210090.0,291.63793103448273,528.59375,0.5517241379310345,1.595030701128088,0,111.20661157024793,2.0517241379310347,0.0,10.429132820900398,12.722187257904775,12.255296049171164,4.762173934797756,4.174387269895637,5.678936114615112,6.2721102031936455,33830.0,0,0.8552797546024413
PRV52951,0,9980,110.0,81860,63540,20,20,2.0,46,0,9980.0,110.0,81860.0,63540.0,499.0,499.0,1.0,1.2883223166509286,0,10.0,2.3,0.0,9.208438564686587,11.31277796595028,11.059440645817386,3.044522437723423,3.044522437723423,6.214608098422191,6.214608098422191,9980.0,0,0.28340087884790244
PRV52952,0,600,0.0,0,2800,1,1,7.0,2,0,600.0,0.0,0.0,2800.0,600.0,600.0,1.0,0.0,0,0.14285714285714285,2.0,0.0,6.398594934535208,0.0,7.937731775260109,0.6931471805599453,0.6931471805599453,6.398594934535208,6.398594934535208,600.0,0,3.1891258174789443
PRV52953,0,23580,130.0,436780,183650,85,61,1.8588235294117648,179,0,23580.0,130.0,436780.0,183650.0,277.4117647058824,386.55737704918033,0.7176470588235294,2.378328341954805,0,45.72784810126582,2.1058823529411765,0.0,10.068196582013169,12.98718720429826,12.120792496373202,4.454347296253507,4.127134385045092,5.629101185850032,5.959863907636486,23580.000000000004,0,0.6512126127127811
PRV52954,0,2100,0.0,0,3030,1,1,0.0,3,0,2100.0,0.0,0.0,3030.0,2100.0,2100.0,1.0,0.0,0,0.0,3.0,0.0,7.650168700845001,0.0,8.016647877057803,0.6931471805599453,0.6931471805599453,7.650168700845001,7.650168700845001,2100.0,0,3.1891258174789443
PRV52955,0,14160,450.0,373620,167310,73,63,1.273972602739726,150,0,14160.0,450.0,373620.0,167310.0,193.97260273972603,224.76190476190476,0.863013698630137,2.233100233100233,0,57.30107526881721,2.0547945205479454,0.0,9.55824698622306,12.830997193607217,12.027609634962902,4.30406509320417,4.1588830833596715,5.272859049922234,5.4194809251786955,14160.0,0,0.7747922319344305
PRV52956,0,2110,100.0,67200,14150,18,9,0.7222222222222222,49,0,2110.0,100.0,67200.0,14150.0,117.22222222222223,234.44444444444446,0.5,4.749116607773852,0,24.923076923076923,2.7222222222222223,0.0,7.65491704784832,11.1154434073529,9.557540571952371,2.9444389791664403,2.302585092994046,4.772566092565371,5.4614749809320795,2110.0,0,1.0534588390899713
PRV52957,0,0,70.0,0,120,1,1,0.0,1,0,30.0,70.0,0.0,300.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,4.795790545596741,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0,4.501459320874318
PRV52958,0,2020,0.0,73000,34340,16,15,0.0,26,0,2020.0,0.0,73000.0,34340.0,126.25,134.66666666666666,0.9375,2.1258008153756554,0,0.0,1.625,0.0,7.611347717403621,11.19822841866684,10.444095254586585,2.833213344056216,2.772588722239781,4.846153655430632,4.9102008967744855,2020.0,0,1.1249949814432796
PRV52961,0,320,0.0,3000,3380,5,5,0.0,8,0,320.0,0.0,3000.0,3380.0,64.0,64.0,1.0,0.8875739644970414,0,0.0,1.6,0.0,5.771441123130016,8.006700845440367,8.125926802707886,1.791759469228055,1.791759469228055,4.174387269895637,4.174387269895637,320.0,0,1.7005858506899532
PRV52962,0,3520,50.0,28540,19400,14,9,0.5,39,0,3520.0,50.0,28540.0,19400.0,251.42857142857142,391.1111111111111,0.6428571428571429,1.4711340206185568,0,28.0,2.7857142857142856,0.0,8.166500319155052,10.259096928959389,9.873079890114703,2.70805020110221,2.302585092994046,5.531128323264383,5.97154524633905,3520.0,0,0.6879528240221654
PRV52963,0,850,0.0,15000,20540,9,7,2.2222222222222223,18,0,850.0,0.0,15000.0,20540.0,94.44444444444444,121.42857142857143,0.7777777777777778,0.7302823758519961,0,4.05,2.0,0.0,6.7464121285733745,9.61587214452889,9.930178167789173,2.302585092994046,2.0794415416798357,4.558544344648036,4.8075277695424665,850.0,0,1.2776285787652302
PRV52964,0,27140,170.0,333620,269040,91,37,1.120879120879121,178,0,27140.0,170.0,333620.0,269040.0,298.24175824175825,733.5135135135135,0.4065934065934066,1.2400386559619387,0,81.18627450980392,1.956043956043956,0.0,10.20880077869385,12.717760897125771,12.50261906332666,4.5217885770490405,3.6375861597263857,5.701251802677887,6.599208393693173,27140.0,0,0.822103251059821
PRV52966,0,710,0.0,34000,5350,3,3,0.6666666666666666,4,0,710.0,0.0,34000.0,5350.0,236.66666666666666,236.66666666666666,1.0,6.355140186915888,0,4.5,1.3333333333333333,0.0,6.566672429803241,10.434145214930487,8.585038738311304,1.3862943611198906,1.3862943611198906,5.470869131746186,5.470869131746186,710.0,0,1.382688015899978
PRV52970,0,4000,1068.0,41600,90,1,1,3.0,9,0,4000.0,1068.0,41600.0,300.0,4000.0,4000.0,1.0,462.22222222222223,0,0.3333333333333333,9.0,0.0,8.294299608857235,10.635879484421974,4.51085950651685,0.6931471805599453,0.6931471805599453,8.294299608857235,8.294299608857235,4000.0,0,3.3347395039820955
PRV52971,0,15000,3204.0,15250,2720,3,3,4.0,21,1,15000.0,3204.0,15250.0,2720.0,5000.0,5000.0,1.0,5.606617647058823,0,0.75,7.0,0.3333333333333333,9.61587214452889,9.632400353656184,7.908754738783246,1.3862943611198906,1.3862943611198906,8.517393171418904,8.517393171418904,15000.0,0,1.5673544771637546
PRV52972,0,220000,18156.0,465590,30150,17,14,4.647058823529412,90,12,220000.0,18156.0,465590.0,30150.0,12941.176470588236,15714.285714285714,0.8235294117647058,15.4424543946932,0,3.6582278481012653,5.294117647058823,0.7058823529411765,12.301387370778713,13.051062845315633,10.313973369101156,2.8903717578961645,2.70805020110221,9.468246751020171,9.66238913005817,220000.0,0,2.1457335630247467
PRV52976,0,29000,4272.0,38140,5820,4,4,2.75,23,2,29000.0,4272.0,38140.0,5820.0,7250.0,7250.0,1.0,6.553264604810996,0,1.4545454545454546,5.75,0.5,10.275085591132715,10.549045098003141,8.669227347271736,1.6094379124341003,1.6094379124341003,8.888894669371593,8.888894669371593,29000.0,0,1.7510178843888426
PRV52978,0,59000,5340.0,125140,9240,5,5,8.0,37,4,59000.0,5340.0,125140.0,9240.0,11800.0,11800.0,1.0,13.543290043290042,0,0.625,7.4,0.8,10.985309671896763,11.73719638057045,9.13140538388804,1.791759469228055,1.791759469228055,9.375939552625749,9.375939552625749,59000.0,0,2.082844173979047
PRV52979,0,68000,6408.0,68580,21250,6,6,3.8333333333333335,42,4,68000.0,6408.0,68580.0,21250.0,11333.333333333334,11333.333333333334,1.0,3.227294117647059,0,1.5652173913043477,7.0,0.6666666666666666,11.127277689932466,11.135770807421247,9.96415923206886,1.9459101490553132,1.9459101490553132,9.335591746331803,9.335591746331803,68000.0,0,2.055354997281059
PRV52980,0,142660,1330.0,2397920,967180,601,229,1.1863560732113143,819,0,142660.0,1330.0,2397920.0,967180.0,237.3710482529118,622.9694323144105,0.3810316139767055,2.479290307905457,0,506.593267882188,1.362728785357737,0.0,11.868226465480811,14.690112669906828,13.782140933755606,6.400257445308821,5.438079308923196,5.473828485924383,6.436101380493917,142660.0,0,1.9412124787728444
PRV52981,0,85830,790.0,1095150,688380,369,149,0.9376693766937668,524,0,85830.0,790.0,1095150.0,688380.0,232.60162601626016,576.0402684563759,0.4037940379403794,1.5909090909090908,0,393.52890173410407,1.4200542005420054,0.0,11.360135525582294,13.90640281126885,13.442097742706204,5.91350300563827,5.0106352940962555,5.453617211615891,6.357912053425407,85830.0,0,1.6185289456796095
PRV52982,1,216220,2160.0,3257310,2057020,643,231,1.8709175738724728,805,1,216220.0,2160.0,3257310.0,2057020.0,336.2674961119751,936.017316017316,0.359253499222395,1.5835091540189206,0,343.6816292601829,1.2519440124416796,0.0015552099533437014,12.284056311755132,14.996412566343961,14.536769377625276,6.467698726104354,5.44673737166631,5.820876372502698,6.842701762342281,216220.0,0,1.9859212456372306
PRV52985,1,1720120,128764.0,8355260,3411140,1403,500,1.994297933000713,1561,63,1325226.4999999981,123459.19999999998,5880255.89999999,2901267.1999999937,1226.0299358517464,3440.24,0.3563791874554526,2.449404011562117,1,703.5057183702644,1.1126158232359231,0.04490377761938703,14.357905195152481,15.938401958302885,15.042557397397802,7.247080584585756,6.2166061010848646,7.11235184201048,8.143587150531781,1720120.0000000002,1,2.5025959202303754
PRV52986,0,132490,9772.0,294010,101840,36,31,2.7777777777777777,115,10,132490.0,9772.0,294010.0,101840.0,3680.277777777778,4273.870967741936,0.8611111111111112,2.8869795758051846,0,12.96,3.1944444444444446,0.2777777777777778,11.794269997573137,12.591372460586882,11.531168052507509,3.6109179126442243,3.4657359027997265,8.211015193117513,8.360509197931002,132490.0,0,1.289174963687502
PRV52988,0,76070,880.0,1062430,614590,312,124,1.1378205128205128,469,0,76070.0,880.0,1062430.0,614590.0,243.81410256410257,613.4677419354839,0.3974358974358974,1.7286809092240356,0,274.20845070422536,1.5032051282051282,0.0,11.239422393691717,13.876070236495469,13.328712284900622,5.746203190540153,4.8283137373023015,5.500499157492356,6.420756432812052,76070.0,0,1.507621081216691
PRV52989,1,882590,75120.0,1855020,371480,177,138,2.937853107344633,409,40,882590.0,75120.0,1855020.0,371480.0,4986.38418079096,6395.579710144928,0.7796610169491526,4.993593194788414,1,60.24807692307692,2.310734463276836,0.22598870056497175,13.690617178620792,14.43340657471431,12.825252997821284,5.181783550292085,4.9344739331306915,8.514666839031937,8.763518706204486,882590.0,1,1.7348733389900797
PRV52990,1,208160,23496.0,793840,124880,79,55,2.1392405063291138,238,16,208160.0,23496.0,793840.0,124880.0,2634.9367088607596,3784.7272727272725,0.6962025316455697,6.356822549647662,0,36.92899408284024,3.0126582278481013,0.20253164556962025,12.246067097731718,13.584638468287018,11.735116562844633,4.382026634673881,4.02535169073515,7.876993885038531,8.238993293444848,208160.0,1,1.164025174149524
PRV52991,0,103970,8544.0,337780,141760,59,54,1.5423728813559323,153,5,103970.0,8544.0,337780.0,141760.0,1762.2033898305085,1925.3703703703704,0.9152542372881356,2.382759593679458,0,38.25274725274725,2.593220338983051,0.0847457627118644,11.551867293084847,12.730153035474368,11.8618978199901,4.0943445622221,4.007333185232471,7.474887541501273,7.563392874166881,103970.0,0,0.8070510633889307
PRV52993,0,3120,20.0,73980,23280,10,9,0.1,33,0,3120.0,20.0,73980.0,23280.0,312.0,346.6666666666667,0.9,3.1778350515463916,0,100.0,3.3,0.0,8.045908742270779,11.21156358246189,10.05539285624928,2.3978952727983707,2.302585092994046,5.746203190540153,5.851244166332663,3120.0,0,0.7138871551370165
PRV52996,0,11510,0.0,302250,132390,37,30,0.8108108108108109,79,0,11510.0,0.0,302250.0,132390.0,311.0810810810811,383.6666666666667,0.8108108108108109,2.2830274189893496,0,45.63333333333333,2.135135135135135,0.0,9.351058378915061,12.619013076991003,11.793514944343768,3.6375861597263857,3.4339872044851463,5.743263029307632,5.952377158399935,11510.0,0,0.4532690414454028
PRV52998,0,151190,15122.0,450820,35390,33,28,3.1818181818181817,130,9,151190.0,15122.0,450820.0,35390.0,4581.515151515152,5399.642857142857,0.8484848484848485,12.738626730714891,0,10.371428571428572,3.9393939393939394,0.2727272727272727,11.926299217146434,13.018825643913695,10.474212829509952,3.5263605246161616,3.367295829986474,8.43000328609468,8.594273273085808,151190.0,0,1.4383727252398568
PRV52999,0,73210,8644.0,427890,92440,56,51,3.017857142857143,139,7,73210.0,8644.0,427890.0,92440.0,1307.3214285714287,1435.4901960784314,0.9107142857142857,4.628840328861965,0,18.556213017751478,2.482142857142857,0.125,11.201100961883556,12.966623769232088,11.434325882157585,4.04305126783455,3.9512437185814275,7.176500242325928,7.269958053528969,73210.0,0,0.6548832863990122
PRV53000,0,200250,2030.0,3131040,1492280,703,469,1.7041251778093884,911,0,200250.0,2030.0,3131040.0,1492280.0,284.850640113798,426.9722814498934,0.6671408250355618,2.098158522529284,0,412.5283806343906,1.2958748221906116,0.0,12.20732685867594,14.956876095080679,14.215816379814115,6.556778356158042,6.152732694704104,5.655469437042082,6.059058430517046,200250.0,0,2.101726527771182
PRV53001,0,45460,0.0,604300,343280,150,105,1.5933333333333333,291,0,45460.0,0.0,604300.0,343280.0,303.06666666666666,432.95238095238096,0.7,1.7603705429969705,0,94.14225941422595,1.94,0.0,10.724610094524913,13.311827697155495,12.746304632735038,5.017279836814924,4.663439094112067,5.71724697560949,6.072934806772704,45460.0,0,1.0243968022693344
PRV53002,0,116040,1110.0,2630290,730030,397,134,1.093198992443325,596,0,116040.0,1110.0,2630290.0,730030.0,292.29219143576825,865.9701492537314,0.33753148614609574,3.602988918263633,0,363.1543778801843,1.5012594458438286,0.0,11.661698855916237,14.78260504442092,13.500842277976354,5.986452005284438,4.90527477843843,5.681169352498312,6.765004546261326,116040.0,0,1.6668889379528689
PRV53004,0,4310,0.0,148020,84470,18,16,2.2222222222222223,37,0,4310.0,0.0,148020.0,84470.0,239.44444444444446,269.375,0.8888888888888888,1.752338108204096,0,8.1,2.0555555555555554,0.0,8.368925174747135,11.905109434572442,11.344163559174019,2.9444389791664403,2.833213344056216,5.482489062630153,5.599809884273223,4310.0,0,0.6507903198844854
PRV53005,1,168860,16020.0,306230,81610,50,37,2.64,162,12,168860.0,16020.0,306230.0,81610.0,3377.2,4563.783783783784,0.74,3.7523587795613285,0,18.939393939393938,3.24,0.24,12.036831170271572,12.632094998100136,11.309719335788534,3.9318256327243257,3.6375861597263857,8.125098302246245,8.426126428004578,168860.0,0,1.292705928532087
PRV53007,1,400540,38818.0,980910,183450,96,68,2.4166666666666665,298,27,400540.0,38818.0,980910.0,183450.0,4172.291666666667,5890.294117647059,0.7083333333333334,5.347015535568275,0,39.724137931034484,3.1041666666666665,0.28125,12.900571412285847,13.796237010680578,12.119702880845159,4.574710978503383,4.23410650459726,8.33646037191058,8.681230966883282,400540.0,1,1.4681267303401693
PRV53008,1,353600,39566.0,575550,74150,52,48,4.576923076923077,199,23,353600.0,39566.0,575550.0,74150.0,6800.0,7366.666666666667,0.9230769230769231,7.761968981793662,0,11.361344537815127,3.826923076923077,0.4423076923076923,12.775924437795926,13.263083121810206,11.213858833651809,3.970291913552122,3.8918202981106265,8.824824939175638,8.904856336231333,353600.0,1,1.707366833783564
PRV53009,0,35620,5340.0,121820,41490,37,23,1.108108108108108,94,1,35620.0,5340.0,121820.0,41490.0,962.7027027027027,1548.695652173913,0.6216216216216216,2.936129187756086,0,33.39024390243903,2.5405405405405403,0.02702702702702703,10.480690630565247,11.710308033189488,10.63323181522976,3.6375861597263857,3.1780538303479458,6.87078284735959,7.345813837197247,35620.0,0,0.5498367435471221
PRV53013,0,5030,0.0,21240,41730,4,4,5.0,13,0,5030.0,0.0,21240.0,41730.0,1257.5,1257.5,1.0,0.5089863407620417,0,0.8,3.25,0.0,8.523374050491318,9.963688555226884,10.638999536873841,1.6094379124341003,1.6094379124341003,7.1376758145753705,7.1376758145753705,5030.0,0,1.2347597308004614
PRV53014,0,1180,0.0,10000,17410,8,8,2.25,10,0,1180.0,0.0,10000.0,17410.0,147.5,147.5,1.0,0.5743825387708213,0,3.5555555555555554,1.25,0.0,7.074116816197362,9.210440366976517,9.764857469366598,2.1972245773362196,2.1972245773362196,5.000584958242754,5.000584958242754,1180.0,0,1.135465294010566
PRV53015,0,1120,0.0,0,12530,8,6,1.875,25,0,1120.0,0.0,0.0,12530.0,140.0,186.66666666666666,0.75,0.0,0,4.266666666666667,3.125,0.0,7.02197642307216,0.0,9.435960853165286,2.1972245773362196,1.9459101490553132,4.948759890378168,5.234667339471581,1120.0,0,3.1891258174789443
PRV53016,0,16900,140.0,214610,108700,31,18,1.032258064516129,56,0,16900.0,140.0,214610.0,108700.0,545.1612903225806,938.8888888888889,0.5806451612903226,1.9743330266789327,0,30.03125,1.8064516129032258,0.0,9.735128070758227,12.276582366019788,11.596356272699,3.4657359027997265,2.9444389791664403,6.302914335643085,6.845761664967795,16900.0,0,0.35071870944474914
PRV53017,0,1000,10.0,0,16020,9,4,0.0,20,0,1000.0,10.0,0.0,16020.0,111.11111111111111,250.0,0.4444444444444444,0.0,0,0.0,2.2222222222222223,0.0,6.90875477931522,0.0,9.681655640646714,2.302585092994046,1.6094379124341003,4.719490443017389,5.5254529391317835,1000.0,0,3.1891258174789443
PRV53018,0,11260,190.0,30020,67080,41,22,1.170731707317073,84,1,11260.0,190.0,30020.0,67080.0,274.6341463414634,511.8181818181818,0.5365853658536586,0.4475253428741801,0,35.020833333333336,2.048780487804878,0.024390243902439025,9.329100707697025,10.309652415758565,11.113656123399075,3.7376696182833684,3.1354942159291497,5.619074429655843,6.239921360941605,11260.0,0,0.4767281716263609
PRV53019,0,4920,0.0,36000,39290,15,13,0.4666666666666667,25,0,4920.0,0.0,36000.0,39290.0,328.0,378.46153846153845,0.8666666666666667,0.9162636803257826,0,32.14285714285714,1.6666666666666667,0.0,8.501267040865978,10.491301994830229,10.578750763997512,2.772588722239781,2.6390573296152584,5.796057750765372,5.938753243772202,4920.0,0,0.5163457896535096
PRV53020,0,4500,0.0,22220,21410,2,2,10.0,4,0,4500.0,0.0,22220.0,21410.0,2250.0,2250.0,1.0,1.0378327884166278,0,0.2,2.0,0.0,8.412054873292933,10.008793066681399,9.971660087639178,1.0986122886681098,1.0986122886681098,7.719129840906732,7.719129840906732,4500.0,0,1.5734007449079654
PRV53021,1,216950,19224.0,421250,71590,28,21,3.857142857142857,117,12,216950.0,19224.0,421250.0,71590.0,7748.214285714285,10330.952380952382,0.75,5.884201704148624,0,7.2592592592592595,4.178571428571429,0.42857142857142855,12.287426800572868,12.950984134533131,11.178724646724019,3.367295829986474,3.091042453358316,8.955346734719361,9.242996545315483,216950.0,0,1.8544207909237542
